mes,año,semana_epidemiologica,municipio,comuna,enfermedad,casos_reportados,sexo_predominante,edad_promedio,tipo_caso,temperatura_promedio,temperatura_maxima,temperatura_minima,lluvia_mm,altitud,latitud,longitud,hospitales,nivel_hospitalario,densidad_hospitalaria,casos_mes_anterior,promedio_3_meses,crecimiento_casos,brote
7,2014,29,Medellin,Buenos Aires,DENGUE,4,M,28.25,Confirmado_Clinica,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.67,3.0,0
7,2014,30,Medellin,Buenos Aires,DENGUE,5,F,30.4,Confirmado_Laboratorio,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,2.33,0.25,0
8,2014,31,Medellin,Buenos Aires,DENGUE,2,F,28.0,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,5,3.33,-0.6,0
8,2014,32,Medellin,Buenos Aires,DENGUE,2,M,43.0,Otro,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,3.67,0.0,0
8,2014,33,Medellin,Buenos Aires,DENGUE,7,F,18.86,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,3.0,2.5,0
8,2014,35,Medellin,Buenos Aires,DENGUE,3,F,30.0,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,7,3.67,-0.57,0
9,2014,36,Medellin,Buenos Aires,DENGUE,6,M,25.32,Confirmado_Laboratorio,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,4.0,1.0,0
9,2014,37,Medellin,Buenos Aires,DENGUE,5,M,33.6,Confirmado_Laboratorio,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,6,5.33,-0.17,0
9,2014,38,Medellin,Buenos Aires,DENGUE,3,M,24.67,Confirmado_Clinica,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,5,4.67,-0.4,0
9,2014,39,Medellin,Buenos Aires,DENGUE,6,F,19.83,Confirmado_Laboratorio,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,4.67,1.0,0
10,2014,40,Medellin,Buenos Aires,DENGUE,2,F,27.0,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,6,4.67,-0.67,0
10,2014,41,Medellin,Buenos Aires,DENGUE,5,F,32.8,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,3.67,1.5,0
10,2014,42,Medellin,Buenos Aires,DENGUE,3,M,29.67,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,5,4.33,-0.4,0
10,2014,43,Medellin,Buenos Aires,DENGUE,3,F,35.67,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,3.33,0.0,0
10,2014,44,Medellin,Buenos Aires,DENGUE,6,M,21.82,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,3.67,1.0,0
11,2014,45,Medellin,Buenos Aires,DENGUE,4,F,39.98,Confirmado_Laboratorio,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,6,4.0,-0.33,0
11,2014,46,Medellin,Buenos Aires,DENGUE,4,M,31.0,Confirmado_Laboratorio,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,4.33,0.0,0
11,2014,47,Medellin,Buenos Aires,DENGUE,4,F,27.5,Confirmado_Laboratorio,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,4.67,0.0,0
11,2014,48,Medellin,Buenos Aires,DENGUE,2,M,32.0,Confirmado_Laboratorio,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,4.0,-0.5,0
12,2014,49,Medellin,Buenos Aires,DENGUE,2,M,42.5,Confirmado_Laboratorio,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,3.33,0.0,0
12,2014,50,Medellin,Buenos Aires,DENGUE,3,F,27.33,Confirmado_Laboratorio,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.67,0.5,0
12,2014,51,Medellin,Buenos Aires,DENGUE,6,M,24.83,Confirmado_Clinica,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.33,1.0,0
12,2014,52,Medellin,Buenos Aires,DENGUE,2,F,51.5,Confirmado_Laboratorio,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,6,3.67,-0.67,0
12,2014,53,Medellin,Buenos Aires,DENGUE,14,F,27.86,Confirmado_Clinica,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,3.67,6.0,1
1,2015,1,Medellin,Buenos Aires,DENGUE,7,F,33.14,Confirmado_Clinica,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,14,7.33,-0.5,0
1,2015,2,Medellin,Buenos Aires,DENGUE,3,M,24.67,Confirmado_Clinica,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,7,7.67,-0.57,0
1,2015,3,Medellin,Buenos Aires,DENGUE,2,M,39.0,Confirmado_Laboratorio,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,8.0,-0.33,0
1,2015,4,Medellin,Buenos Aires,DENGUE,3,M,37.0,Confirmado_Laboratorio,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,4.0,0.5,0
2,2015,5,Medellin,Buenos Aires,DENGUE,4,M,34.75,Confirmado_Laboratorio,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.67,0.33,0
2,2015,6,Medellin,Buenos Aires,DENGUE,2,M,29.5,Confirmado_Laboratorio,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,3.0,-0.5,0
2,2015,7,Medellin,Buenos Aires,DENGUE,1,F,52.0,Confirmado_Clinica,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,3.0,-0.5,0
2,2015,8,Medellin,Buenos Aires,DENGUE,3,F,27.67,Confirmado_Clinica,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,2.33,2.0,0
3,2015,9,Medellin,Buenos Aires,DENGUE,2,M,27.5,Confirmado_Laboratorio,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.0,-0.33,0
3,2015,10,Medellin,Buenos Aires,DENGUE,1,F,41.0,Confirmado_Laboratorio,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.0,-0.5,0
3,2015,11,Medellin,Buenos Aires,DENGUE,3,M,38.33,Confirmado_Laboratorio,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,2.0,2.0,0
3,2015,12,Medellin,Buenos Aires,DENGUE,3,F,40.0,Confirmado_Laboratorio,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.0,0.0,0
3,2015,13,Medellin,Buenos Aires,DENGUE,3,M,35.33,Confirmado_Laboratorio,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.33,0.0,0
4,2015,14,Medellin,Buenos Aires,DENGUE,4,M,38.5,Confirmado_Laboratorio,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,3.0,0.33,0
4,2015,15,Medellin,Buenos Aires,DENGUE,2,F,26.0,Confirmado_Clinica,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,3.33,-0.5,0
4,2015,17,Medellin,Buenos Aires,DENGUE,3,M,32.0,Confirmado_Laboratorio,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,3.0,0.5,0
5,2015,20,Medellin,Buenos Aires,DENGUE,2,M,10.29,Confirmado_Laboratorio,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,3.0,-0.33,0
5,2015,22,Medellin,Buenos Aires,DENGUE,2,F,49.0,Confirmado_Clinica,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.33,0.0,0
6,2015,24,Medellin,Buenos Aires,DENGUE,1,F,17.0,Confirmado_Clinica,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.33,-0.5,0
6,2015,26,Medellin,Buenos Aires,DENGUE,7,F,36.86,Confirmado_Laboratorio,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.67,6.0,0
7,2015,27,Medellin,Buenos Aires,DENGUE,6,M,36.67,Confirmado_Clinica,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,7,3.33,-0.14,0
7,2015,28,Medellin,Buenos Aires,DENGUE,4,F,21.25,Confirmado_Laboratorio,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,6,4.67,-0.33,0
7,2015,29,Medellin,Buenos Aires,DENGUE,5,M,16.6,Confirmado_Clinica,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,5.67,0.25,0
7,2015,30,Medellin,Buenos Aires,DENGUE,3,M,18.67,Confirmado_Laboratorio,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,5,5.0,-0.4,0
8,2015,31,Medellin,Buenos Aires,DENGUE,2,M,17.0,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,4.0,-0.33,0
8,2015,32,Medellin,Buenos Aires,DENGUE,3,F,10.67,Confirmado_Clinica,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,3.33,0.5,0
8,2015,33,Medellin,Buenos Aires,DENGUE,2,F,17.5,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.67,-0.33,0
8,2015,34,Medellin,Buenos Aires,DENGUE,1,M,23.0,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.33,-0.5,0
8,2015,35,Medellin,Buenos Aires,DENGUE,5,F,32.0,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,2.0,4.0,0
9,2015,36,Medellin,Buenos Aires,DENGUE,4,F,50.0,Confirmado_Laboratorio,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,5,2.67,-0.2,0
9,2015,37,Medellin,Buenos Aires,DENGUE,5,M,36.2,Confirmado_Laboratorio,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,3.33,0.25,0
9,2015,38,Medellin,Buenos Aires,DENGUE,7,F,16.26,Confirmado_Laboratorio,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,5,4.67,0.4,0
9,2015,39,Medellin,Buenos Aires,DENGUE,12,F,26.83,Confirmado_Laboratorio,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,7,5.33,0.71,1
10,2015,40,Medellin,Buenos Aires,DENGUE,7,F,34.57,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,12,8.0,-0.42,0
10,2015,41,Medellin,Buenos Aires,DENGUE,6,M,28.83,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,7,8.67,-0.14,0
10,2015,42,Medellin,Buenos Aires,DENGUE,10,F,29.2,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,6,8.33,0.67,1
10,2015,43,Medellin,Buenos Aires,DENGUE,14,F,35.79,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,10,7.67,0.4,1
10,2015,44,Medellin,Buenos Aires,DENGUE,9,F,40.22,Confirmado_Clinica,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,14,10.0,-0.36,1
11,2015,45,Medellin,Buenos Aires,DENGUE,12,F,35.42,Confirmado_Laboratorio,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,9,11.0,0.33,1
11,2015,46,Medellin,Buenos Aires,DENGUE,7,F,33.86,Confirmado_Laboratorio,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,12,11.67,-0.42,0
11,2015,47,Medellin,Buenos Aires,DENGUE,8,M,39.88,Confirmado_Laboratorio,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,7,9.33,0.14,1
11,2015,48,Medellin,Buenos Aires,DENGUE,9,F,23.67,Confirmado_Laboratorio,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,8,9.0,0.13,1
12,2015,49,Medellin,Buenos Aires,DENGUE,11,M,35.0,Confirmado_Laboratorio,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,9,8.0,0.22,1
12,2015,50,Medellin,Buenos Aires,DENGUE,14,M,39.36,Confirmado_Laboratorio,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,11,9.33,0.27,1
12,2015,51,Medellin,Buenos Aires,DENGUE,21,F,37.43,Confirmado_Laboratorio,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,14,11.33,0.5,1
12,2015,52,Medellin,Buenos Aires,DENGUE,18,M,23.66,Confirmado_Laboratorio,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,21,15.33,-0.14,1
1,2016,1,Medellin,Buenos Aires,DENGUE,25,F,34.04,Confirmado_Laboratorio,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,18,17.67,0.39,1
1,2016,2,Medellin,Buenos Aires,DENGUE,39,F,30.69,Confirmado_Laboratorio,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,25,21.33,0.56,1
1,2016,3,Medellin,Buenos Aires,DENGUE,27,M,35.96,Confirmado_Laboratorio,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,39,27.33,-0.31,1
1,2016,4,Medellin,Buenos Aires,DENGUE,23,F,26.96,Confirmado_Laboratorio,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,27,30.33,-0.15,1
2,2016,5,Medellin,Buenos Aires,DENGUE,24,M,32.5,Confirmado_Laboratorio,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,23,29.67,0.04,1
2,2016,6,Medellin,Buenos Aires,DENGUE,29,F,34.83,Confirmado_Laboratorio,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,24,24.67,0.21,1
2,2016,7,Medellin,Buenos Aires,DENGUE,19,F,20.32,Confirmado_Laboratorio,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,29,25.33,-0.34,1
2,2016,8,Medellin,Buenos Aires,DENGUE,23,F,33.96,Confirmado_Laboratorio,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,19,24.0,0.21,1
3,2016,9,Medellin,Buenos Aires,DENGUE,27,M,34.7,Confirmado_Laboratorio,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,23,23.67,0.17,1
3,2016,10,Medellin,Buenos Aires,DENGUE,16,F,31.25,Confirmado_Laboratorio,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,27,23.0,-0.41,1
3,2016,11,Medellin,Buenos Aires,DENGUE,33,F,34.73,Confirmado_Laboratorio,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,16,22.0,1.06,1
3,2016,12,Medellin,Buenos Aires,DENGUE,25,M,27.2,Confirmado_Laboratorio,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,33,25.33,-0.24,1
3,2016,13,Medellin,Buenos Aires,DENGUE,36,F,38.47,Confirmado_Laboratorio,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,25,24.67,0.44,1
4,2016,14,Medellin,Buenos Aires,DENGUE,36,F,35.83,Confirmado_Laboratorio,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,36,31.33,0.0,1
4,2016,15,Medellin,Buenos Aires,DENGUE,46,F,39.89,Confirmado_Laboratorio,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,36,32.33,0.28,1
4,2016,16,Medellin,Buenos Aires,DENGUE,48,M,34.06,Confirmado_Laboratorio,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,46,39.33,0.04,1
4,2016,17,Medellin,Buenos Aires,DENGUE,29,F,32.28,Confirmado_Laboratorio,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,48,43.33,-0.4,1
5,2016,18,Medellin,Buenos Aires,DENGUE,38,M,31.7,Confirmado_Laboratorio,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,29,41.0,0.31,1
5,2016,19,Medellin,Buenos Aires,DENGUE,51,F,37.24,Confirmado_Laboratorio,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,38,38.33,0.34,1
5,2016,20,Medellin,Buenos Aires,DENGUE,43,F,31.53,Confirmado_Laboratorio,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,51,39.33,-0.16,1
5,2016,21,Medellin,Buenos Aires,DENGUE,65,M,30.91,Confirmado_Laboratorio,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,43,44.0,0.51,1
5,2016,22,Medellin,Buenos Aires,DENGUE,42,F,35.43,Confirmado_Laboratorio,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,65,53.0,-0.35,1
6,2016,23,Medellin,Buenos Aires,DENGUE,49,M,29.36,Confirmado_Laboratorio,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,42,50.0,0.17,1
6,2016,24,Medellin,Buenos Aires,DENGUE,59,F,38.31,Confirmado_Laboratorio,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,49,52.0,0.2,1
6,2016,25,Medellin,Buenos Aires,DENGUE,55,F,31.3,Confirmado_Laboratorio,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,59,50.0,-0.07,1
6,2016,26,Medellin,Buenos Aires,DENGUE,63,M,33.94,Confirmado_Laboratorio,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,55,54.33,0.15,1
7,2016,27,Medellin,Buenos Aires,DENGUE,47,F,36.59,Confirmado_Laboratorio,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,63,59.0,-0.25,1
7,2016,28,Medellin,Buenos Aires,DENGUE,58,F,34.69,Confirmado_Laboratorio,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,47,55.0,0.23,1
7,2016,29,Medellin,Buenos Aires,DENGUE,46,F,30.43,Confirmado_Laboratorio,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,58,56.0,-0.21,1
7,2016,30,Medellin,Buenos Aires,DENGUE,50,F,28.53,Confirmado_Laboratorio,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,46,50.33,0.09,1
8,2016,31,Medellin,Buenos Aires,DENGUE,50,F,34.88,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,50,51.33,0.0,1
8,2016,32,Medellin,Buenos Aires,DENGUE,57,F,33.37,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,50,48.67,0.14,1
8,2016,33,Medellin,Buenos Aires,DENGUE,54,F,31.49,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,57,52.33,-0.05,1
8,2016,34,Medellin,Buenos Aires,DENGUE,55,F,34.15,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,54,53.67,0.02,1
8,2016,35,Medellin,Buenos Aires,DENGUE,33,F,33.21,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,55,55.33,-0.4,1
9,2016,36,Medellin,Buenos Aires,DENGUE,45,M,31.64,Confirmado_Laboratorio,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,33,47.33,0.36,1
9,2016,37,Medellin,Buenos Aires,DENGUE,30,F,34.3,Confirmado_Laboratorio,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,45,44.33,-0.33,1
9,2016,38,Medellin,Buenos Aires,DENGUE,32,M,32.25,Confirmado_Laboratorio,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,30,36.0,0.07,1
9,2016,39,Medellin,Buenos Aires,DENGUE,22,F,28.08,Confirmado_Laboratorio,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,32,35.67,-0.31,1
10,2016,40,Medellin,Buenos Aires,DENGUE,21,F,39.62,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,22,28.0,-0.05,1
10,2016,41,Medellin,Buenos Aires,DENGUE,17,M,32.53,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,21,25.0,-0.19,1
10,2016,42,Medellin,Buenos Aires,DENGUE,25,M,25.35,Confirmado_Clinica,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,17,20.0,0.47,1
10,2016,43,Medellin,Buenos Aires,DENGUE,19,M,40.95,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,25,21.0,-0.24,1
10,2016,44,Medellin,Buenos Aires,DENGUE,12,F,31.67,Confirmado_Clinica,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,19,20.33,-0.37,1
11,2016,45,Medellin,Buenos Aires,DENGUE,12,M,33.5,Confirmado_Laboratorio,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,12,18.67,0.0,1
11,2016,46,Medellin,Buenos Aires,DENGUE,13,F,25.77,Confirmado_Laboratorio,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,12,14.33,0.08,1
11,2016,47,Medellin,Buenos Aires,DENGUE,15,M,17.53,Confirmado_Laboratorio,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,13,12.33,0.15,1
11,2016,48,Medellin,Buenos Aires,DENGUE,12,M,30.67,Confirmado_Clinica,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,15,13.33,-0.2,1
12,2016,49,Medellin,Buenos Aires,DENGUE,5,F,38.2,Confirmado_Laboratorio,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,12,13.33,-0.58,0
12,2016,50,Medellin,Buenos Aires,DENGUE,13,F,26.31,Confirmado_Laboratorio,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,5,10.67,1.6,1
12,2016,51,Medellin,Buenos Aires,DENGUE,15,M,32.87,Confirmado_Clinica,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,13,10.0,0.15,1
12,2016,52,Medellin,Buenos Aires,DENGUE,7,F,24.43,Confirmado_Laboratorio,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,15,11.0,-0.53,0
1,2017,1,Medellin,Buenos Aires,DENGUE,12,M,36.92,Confirmado_Laboratorio,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,7,11.67,0.71,1
1,2017,2,Medellin,Buenos Aires,DENGUE,4,F,36.15,Confirmado_Laboratorio,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,12,11.33,-0.67,0
1,2017,3,Medellin,Buenos Aires,DENGUE,11,F,28.91,Confirmado_Clinica,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,7.67,1.75,1
1,2017,4,Medellin,Buenos Aires,DENGUE,8,M,31.25,Confirmado_Clinica,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,11,9.0,-0.27,1
2,2017,5,Medellin,Buenos Aires,DENGUE,6,M,27.67,Confirmado_Clinica,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,8,7.67,-0.25,0
2,2017,6,Medellin,Buenos Aires,DENGUE,1,F,21.0,Confirmado_Clinica,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,6,8.33,-0.83,0
2,2017,7,Medellin,Buenos Aires,DENGUE,3,F,8.94,Confirmado_Clinica,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,5.0,2.0,0
2,2017,8,Medellin,Buenos Aires,DENGUE,2,M,8.5,Confirmado_Laboratorio,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,3.33,-0.33,0
3,2017,9,Medellin,Buenos Aires,DENGUE,3,M,28.0,Confirmado_Clinica,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.0,0.5,0
